YEAR,SEX,AGEGRP,COUNT,POPULATION,WEIGHT,COUNT_ACCIDENTS,COUNT_ALZHEIMER,COUNT_CANCER,COUNT_CEREBROVASCULAR,COUNT_DIABETES,COUNT_FLU_PNEUMONIA,COUNT_HEART,COUNT_KIDNEY,COUNT_LIVER,COUNT_RESPIRATORY,COUNT_SUICIDE,AMR_ACCIDENTS,AMR_ALZHEIMER,AMR_CANCER,AMR_CEREBROVASCULAR,AMR_DIABETES,AMR_FLU_PNEUMONIA,AMR_HEART,AMR_KIDNEY,AMR_LIVER,AMR_RESPIRATORY,AMR_SUICIDE
2016,F,25-29,439,"1,540,583",0.065,44,,58,9,5,7,18,1,1,1,213,0.186,0,0.245,0.038,0.021,0.03,0.076,0.004,0.004,0.004,0.899
2016,F,30-34,667,"1,765,495",0.071,39,,152,17,6,9,17,2,18,2,304,0.157,0,0.611,0.068,0.024,0.036,0.068,0.008,0.072,0.008,1.223
2016,F,35-39,1114,"1,920,219",0.081,54,,365,47,7,12,46,11,59,3,338,0.228,0,1.54,0.198,0.03,0.051,0.194,0.046,0.249,0.013,1.426
2016,F,40-44,1513,"2,069,252",0.082,70,,616,82,18,12,73,6,86,5,331,0.277,0,2.441,0.325,0.071,0.048,0.289,0.024,0.341,0.02,1.312
2016,F,45-49,2273,"2,200,173",0.072,77,,1047,152,40,25,105,22,113,3,372,0.252,0,3.426,0.497,0.131,0.082,0.344,0.072,0.37,0.01,1.217
2016,F,50-54,2965,"2,058,038",0.063,152,,1502,203,52,35,139,48,122,11,330,0.465,0,4.598,0.621,0.159,0.107,0.426,0.147,0.373,0.034,1.01
2016,F,55-59,4299,"2,080,676",0.048,213,5,2262,274,99,57,231,69,149,22,347,0.491,0.012,5.218,0.632,0.228,0.131,0.533,0.159,0.344,0.051,0.801
2016,F,60-64,4744,"1,528,218",0.039,203,6,2367,366,136,111,345,106,116,39,216,0.518,0.015,6.041,0.934,0.347,0.283,0.88,0.271,0.296,0.1,0.551
2016,F,65-69,5527,"1,150,604",0.034,241,24,2413,462,246,147,548,150,106,62,172,0.712,0.071,7.13,1.365,0.727,0.434,1.619,0.443,0.313,0.183,0.508
2016,F,70-74,8453,"948,477",0.032,323,55,3216,756,378,332,989,228,148,114,223,1.09,0.186,10.85,2.551,1.275,1.12,3.337,0.769,0.499,0.385,0.752
2016,F,75-79,16429,"826,652",0.027,537,206,4725,1787,882,808,2201,418,233,287,262,1.754,0.673,15.433,5.837,2.881,2.639,7.189,1.365,0.761,0.937,0.856
2016,F,80-84,23987,"567,927",0.018,659,565,5161,2716,1256,1562,3528,526,233,509,233,2.089,1.791,16.357,8.608,3.981,4.951,11.182,1.667,0.738,1.613,0.738
2016,F,85 +,54536,"411,152",0.016,1444,2557,5949,5240,1791,4865,8875,962,247,1571,261,5.619,9.951,23.151,20.391,6.97,18.932,34.537,3.744,0.961,6.114,1.016
2017,M,0-4,676,"1,102,364",0.069,51,0,14,2,0,6,17,1,0,0,0,0.319,0,0.088,0.013,0,0.038,0.106,0.006,0,0,0
2017,M,5-9,143,"1,188,607",0.073,51,0,29,0,0,1,7,0,0,0,0,0.313,0,0.178,0,0,0.006,0.043,0,0,0,0
2017,M,10-14,113,"1,173,575",0.073,27,0,33,5,0,0,3,0,1,0,15,0.168,0,0.205,0.031,0,0,0.019,0,0.006,0,0.093
2017,M,15-19,333,"1,554,471",0.072,109,0,39,5,1,2,9,0,0,2,104,0.505,0,0.181,0.023,0.005,0.009,0.042,0,0,0.009,0.482
2017,M,20-24,679,"1,882,066",0.066,180,0,70,8,4,9,30,0,1,1,266,0.631,0,0.245,0.028,0.014,0.032,0.105,0,0.004,0.004,0.933
2017,M,25-29,937,"1,791,765",0.065,220,0,79,13,5,5,55,2,7,2,424,0.798,0,0.287,0.047,0.018,0.018,0.2,0.007,0.025,0.007,1.538
2017,M,30-34,1086,"1,825,165",0.071,162,0,113,39,10,7,56,2,32,0,502,0.63,0,0.44,0.152,0.039,0.027,0.218,0.008,0.124,0,1.953
2017,M,35-39,1788,"2,089,929",0.081,257,0,290,64,25,16,140,7,86,4,661,0.996,0,1.124,0.248,0.097,0.062,0.543,0.027,0.333,0.016,2.562
2017,M,40-44,2754,"2,083,256",0.082,327,0,527,178,38,29,249,20,197,8,726,1.287,0,2.074,0.701,0.15,0.114,0.98,0.079,0.775,0.031,2.858
2017,M,45-49,5149,"2,278,705",0.072,509,1,1151,264,128,53,493,52,522,12,942,1.608,0.003,3.637,0.834,0.404,0.167,1.558,0.164,1.649,0.038,2.976
2017,M,50-54,7606,"2,107,628",0.063,709,2,2127,423,172,113,780,71,791,21,952,2.119,0.006,6.358,1.264,0.514,0.338,2.332,0.212,2.364,0.063,2.846
2017,M,55-59,11817,"2,102,223",0.048,965,4,4120,676,301,259,1124,131,994,55,1036,2.203,0.009,9.407,1.544,0.687,0.591,2.566,0.299,2.27,0.126,2.365
2017,M,60-64,13027,"1,554,982",0.039,865,23,5228,719,408,353,1235,190,812,132,813,2.169,0.058,13.112,1.803,1.023,0.885,3.097,0.477,2.037,0.331,2.039
2017,M,65-69,13480,"1,098,706",0.034,711,41,6000,853,404,517,1310,222,497,215,532,2.2,0.127,18.567,2.64,1.25,1.6,4.054,0.687,1.538,0.665,1.646
2017,M,70-74,16012,"800,334",0.032,706,66,6681,1230,549,792,1591,274,368,410,542,2.823,0.264,26.713,4.918,2.195,3.167,6.361,1.096,1.471,1.639,2.167
2017,M,75-79,25037,"620,799",0.027,913,195,9147,1972,898,1841,2626,483,396,835,612,3.971,0.848,39.782,8.577,3.906,8.007,11.421,2.101,1.722,3.632,2.662
2017,M,80-84,25603,"328,523",0.018,776,333,7646,2188,856,2419,2829,545,250,1128,505,4.252,1.825,41.893,11.988,4.69,13.254,15.5,2.986,1.37,6.18,2.767
2017,M,85 +,28071,"153,695",0.016,755,690,5572,2281,715,3743,3289,667,170,1450,290,7.86,7.183,58.006,23.746,7.443,38.965,34.239,6.944,1.77,15.095,3.019
2017,F,0-4,525,"1,048,855",0.069,28,0,14,3,0,6,20,0,0,1,0,0.184,0,0.092,0.02,0,0.039,0.132,0,0,0.007,0
2017,F,5-9,93,"1,120,380",0.073,17,0,23,2,0,1,9,0,1,0,,0.111,0,0.15,0.013,0,0.007,0.059,0,0.007,0,0
2017,F,10-14,74,"1,090,502",0.073,5,0,21,2,1,2,3,1,1,0,8,0.033,0,0.141,0.013,0.007,0.013,0.02,0.007,0.007,0,0.054
2017,F,15-19,167,"1,427,984",0.072,27,0,27,8,0,2,9,0,0,0,63,0.136,0,0.136,0.04,0,0.01,0.045,0,0,0,0.318
2017,F,20-24,313,"1,647,591",0.066,42,0,33,4,4,4,11,0,0,1,135,0.168,0,0.132,0.016,0.016,0.016,0.044,0,0,0.004,0.541
2017,F,25-29,419,"1,576,396",0.065,32,0,72,9,4,1,8,3,4,1,210,0.132,0,0.297,0.037,0.016,0.004,0.033,0.012,0.016,0.004,0.866
2017,F,30-34,583,"1,666,377",0.071,37,0,142,25,10,6,20,5,19,2,234,0.158,0,0.605,0.107,0.043,0.026,0.085,0.021,0.081,0.009,0.997
2017,F,35-39,1057,"1,964,371",0.081,60,0,348,42,9,9,41,5,52,1,335,0.247,0,1.435,0.173,0.037,0.037,0.169,0.021,0.214,0.004,1.381
2017,F,40-44,1427,"1,995,148",0.082,70,0,609,88,17,11,43,7,87,3,320,0.288,0,2.503,0.362,0.07,0.045,0.177,0.029,0.358,0.012,1.315
2017,F,45-49,2234,"2,228,237",0.072,115,0,985,160,32,25,97,20,116,3,389,0.372,0,3.183,0.517,0.103,0.081,0.313,0.065,0.375,0.01,1.257
2017,F,50-54,2823,"2,056,212",0.063,126,0,1386,224,55,30,133,48,143,9,304,0.386,0,4.247,0.686,0.169,0.092,0.407,0.147,0.438,0.028,0.931
2017,F,55-59,3920,"2,123,676",0.048,175,7,2074,261,71,61,208,52,146,15,284,0.396,0.016,4.688,0.59,0.16,0.138,0.47,0.118,0.33,0.034,0.642
2017,F,60-64,4501,"1,615,386",0.039,182,13,2304,316,129,87,320,75,109,30,225,0.439,0.031,5.563,0.763,0.311,0.21,0.773,0.181,0.263,0.072,0.543
2017,F,65-69,5342,"1,187,813",0.034,217,20,2449,409,184,161,504,143,91,49,157,0.621,0.057,7.01,1.171,0.527,0.461,1.443,0.409,0.26,0.14,0.449
2017,F,70-74,7892,"956,466",0.032,303,53,3093,700,319,321,849,178,143,102,186,1.014,0.177,10.348,2.342,1.067,1.074,2.84,0.596,0.478,0.341,0.622
2017,F,75-79,16411,"873,516",0.027,509,224,4806,1654,817,899,2199,426,233,240,234,1.573,0.692,14.855,5.112,2.525,2.779,6.797,1.317,0.72,0.742,0.723
2017,F,80-84,24438,"601,756",0.018,648,571,5233,2701,1183,1851,3578,607,230,478,223,1.938,1.708,15.653,8.079,3.539,5.537,10.703,1.816,0.688,1.43,0.667
2017,F,85 +,58962,"444,452",0.016,1447,2775,6378,5216,1834,5996,9809,1138,298,1539,233,5.209,9.99,22.96,18.777,6.602,21.585,35.312,4.097,1.073,5.54,0.839
2018,M,0-4,626,"1,045,183",0.069,36,0,15,1,0,3,16,0,1,0,0,0.238,0,0.099,0.007,0,0.02,0.106,0,0.007,0,0
2018,M,5-9,104,"1,176,909",0.073,32,0,20,1,0,1,5,0,2,0,1,0.198,0,0.124,0.006,0,0.006,0.031,0,0.012,0,0.006
2018,M,10-14,99,"1,172,580",0.073,17,0,25,1,0,1,8,1,0,0,14,0.106,0,0.156,0.006,0,0.006,0.05,0.006,0,0,0.087
2018,M,15-19,311,"1,470,638",0.072,102,0,41,3,0,6,6,0,1,0,89,0.499,0,0.201,0.015,0,0.029,0.029,0,0.005,0,0.436
2018,M,20-24,661,"1,860,305",0.066,159,0,67,11,4,5,19,2,2,1,297,0.564,0,0.238,0.039,0.014,0.018,0.067,0.007,0.007,0.004,1.054
2018,M,25-29,907,"1,868,033",0.065,176,0,67,9,7,13,39,6,3,3,429,0.612,0,0.233,0.031,0.024,0.045,0.136,0.021,0.01,0.01,1.493
2018,M,30-34,1088,"1,764,834",0.071,173,0,117,32,12,13,72,0,20,0,508,0.696,0,0.471,0.129,0.048,0.052,0.29,0,0.08,0,2.044
2018,M,35-39,1868,"2,114,600",0.081,212,0,259,84,12,17,160,10,70,2,764,0.812,0,0.992,0.322,0.046,0.065,0.613,0.038,0.268,0.008,2.927
2018,M,40-44,2651,"2,021,308",0.082,259,0,472,150,30,30,217,17,213,4,803,1.051,0,1.915,0.609,0.122,0.122,0.88,0.069,0.864,0.016,3.258
2018,M,45-49,5097,"2,308,830",0.072,484,1,1068,282,92,75,471,45,496,10,1083,1.509,0.003,3.331,0.879,0.287,0.234,1.469,0.14,1.547,0.031,3.377
2018,M,50-54,7699,"2,075,419",0.063,634,0,2051,414,185,169,711,83,770,34,1088,1.925,0,6.226,1.257,0.562,0.513,2.158,0.252,2.337,0.103,3.303
2018,M,55-59,11543,"2,164,174",0.048,860,14,3766,648,295,300,1137,142,972,69,1106,1.907,0.031,8.353,1.437,0.654,0.665,2.522,0.315,2.156,0.153,2.453
2018,M,60-64,13828,"1,668,124",0.039,888,26,5176,805,412,429,1351,192,835,132,946,2.076,0.061,12.101,1.882,0.963,1.003,3.159,0.449,1.952,0.309,2.212
2018,M,65-69,14005,"1,132,243",0.034,774,51,5826,918,476,596,1351,194,519,211,624,2.324,0.153,17.495,2.757,1.429,1.79,4.057,0.583,1.558,0.634,1.874
2018,M,70-74,16882,"825,893",0.032,669,86,6941,1166,543,959,1647,310,365,414,572,2.592,0.333,26.894,4.518,2.104,3.716,6.381,1.201,1.414,1.604,2.216
2018,M,75-79,24981,"663,906",0.027,866,229,8893,1939,794,2020,2535,523,364,772,696,3.522,0.931,36.166,7.886,3.229,8.215,10.309,2.127,1.48,3.14,2.831
2018,M,80-84,27641,"355,506",0.018,764,467,8038,2257,793,3034,2963,616,288,1098,521,3.868,2.365,40.698,11.428,4.015,15.362,15.002,3.119,1.458,5.559,2.638
2018,M,85 +,31170,"169,204",0.016,759,898,6055,2206,768,4751,3677,757,176,1470,323,7.177,8.492,57.256,20.86,7.262,44.926,34.77,7.158,1.664,13.9,3.054
2018,F,0-4,492,"993,553",0.069,29,,22,3,,5,8,1,2,0,0,0.201,0,0.153,0.021,0,0.035,0.056,0.007,0.014,0,0
2018,F,5-9,73,"1,112,018",0.073,16,,21,1,,1,5,0,0,0,0,0.105,0,0.138,0.007,0,0.007,0.033,0,0,0,0
2018,F,10-14,88,"1,094,811",0.073,8,,18,2,2,2,5,0,0,1,12,0.053,0,0.12,0.013,0.013,0.013,0.033,0,0,0.007,0.08
2018,F,15-19,203,"1,349,367",0.072,16,,32,4,0,0,7,0,2,0,101,0.085,0,0.171,0.021,0,0,0.037,0,0.011,0,0.539
2018,F,20-24,391,"1,637,892",0.066,42,,49,7,3,3,10,1,1,0,194,0.169,0,0.197,0.028,0.012,0.012,0.04,0.004,0.004,0,0.782
2018,F,25-29,450,"1,625,029",0.065,37,,71,10,4,3,17,3,5,0,223,0.148,0,0.284,0.04,0.016,0.012,0.068,0.012,0.02,0,0.892
2018,F,30-34,617,"1,595,783",0.071,32,,125,19,4,7,14,4,16,0,277,0.142,0,0.556,0.085,0.018,0.031,0.062,0.018,0.071,0,1.232
2018,F,35-39,1059,"1,981,010",0.081,42,,340,29,12,11,45,7,46,0,345,0.172,0,1.39,0.119,0.049,0.045,0.184,0.029,0.188,0,1.411
2018,F,40-44,1392,"1,930,092",0.082,62,,513,63,22,16,57,8,88,3,345,0.263,0,2.179,0.268,0.093,0.068,0.242,0.034,0.374,0.013,1.466
2018,F,45-49,2184,"2,244,349",0.072,84,,980,128,26,26,102,22,129,5,367,0.269,0,3.144,0.411,0.083,0.083,0.327,0.071,0.414,0.016,1.177
2018,F,50-54,3022,"2,046,854",0.063,132,2,1479,223,52,42,151,44,143,12,315,0.406,0.006,4.552,0.686,0.16,0.129,0.465,0.135,0.44,0.037,0.97
2018,F,55-59,4036,"2,176,334",0.048,184,10,2017,259,67,67,216,67,149,19,342,0.406,0.022,4.449,0.571,0.148,0.148,0.476,0.148,0.329,0.042,0.754
2018,F,60-64,4903,"1,720,944",0.039,192,19,2450,313,133,136,318,90,133,38,246,0.435,0.043,5.552,0.709,0.301,0.308,0.721,0.204,0.301,0.086,0.557
2018,F,65-69,5395,"1,224,345",0.034,214,28,2374,376,210,195,497,120,126,61,170,0.594,0.078,6.593,1.044,0.583,0.542,1.38,0.333,0.35,0.169,0.472
2018,F,70-74,7855,"969,497",0.032,294,56,2995,658,294,357,843,186,134,94,183,0.97,0.185,9.886,2.172,0.97,1.178,2.782,0.614,0.442,0.31,0.604
2018,F,75-79,15976,"915,243",0.027,501,252,4564,1617,669,1092,2092,398,206,225,222,1.478,0.743,13.464,4.77,1.974,3.221,6.171,1.174,0.608,0.664,0.655
2018,F,80-84,25585,"631,903",0.018,626,693,5303,2722,1086,2281,3716,680,257,438,231,1.783,1.974,15.106,7.754,3.094,6.498,10.585,1.937,0.732,1.248,0.658
2018,F,85 +,63894,"478,345",0.016,1277,3324,6902,5579,1782,7330,10388,1246,323,1491,237,4.271,11.118,23.086,18.661,5.961,24.518,34.746,4.168,1.08,4.987,0.793
2019,M,0-4,561,"989,933",0.069,38,0,16,1,0,4,15,1,1,0,0,0.265,0,0.112,0.007,0,0.028,0.105,0.007,0.007,0,
2019,M,5-9,114,"1,169,113",0.073,19,0,30,2,0,2,3,0,0,1,1,0.119,0,0.187,0.012,0,0.012,0.019,0,0,0.006,
2019,M,10-14,103,"1,157,242",0.073,21,0,25,3,0,2,7,0,0,0,15,0.132,0,0.158,0.019,0,0.013,0.044,0,0,0,
2019,M,15-19,298,"1,397,832",0.072,78,0,46,3,0,5,13,1,0,1,91,0.402,0,0.237,0.015,0,0.026,0.067,0.005,0,0.005,
2019,M,20-24,634,"1,823,024",0.066,132,0,68,4,1,9,33,1,0,0,283,0.478,0,0.246,0.014,0.004,0.033,0.119,0.004,0,0,
2019,M,25-29,917,"1,924,269",0.065,160,0,95,12,12,3,41,1,7,2,435,0.54,0,0.321,0.041,0.041,0.01,0.138,0.003,0.024,0.007,
2019,M,30-34,1039,"1,743,237",0.071,145,0,112,29,16,10,57,1,28,2,469,0.591,0,0.456,0.118,0.065,0.041,0.232,0.004,0.114,0.008,
2019,M,35-39,1777,"2,095,902",0.081,214,0,254,76,21,15,133,11,79,2,689,0.827,0,0.982,0.294,0.081,0.058,0.514,0.043,0.305,0.008,
2019,M,40-44,2540,"1,970,422",0.082,211,0,468,146,33,23,240,20,166,3,766,0.878,0,1.948,0.608,0.137,0.096,0.999,0.083,0.691,0.012,
2019,M,45-49,4756,"2,280,977",0.072,400,,1043,262,87,59,401,27,440,6,1049,1.263,0,3.292,0.827,0.275,0.186,1.266,0.085,1.389,0.019,
2019,M,50-54,7536,"2,159,754",0.063,589,4,1994,419,192,147,727,78,740,26,1099,1.718,0.012,5.816,1.222,0.56,0.429,2.121,0.228,2.159,0.076,
2019,M,55-59,10925,"2,147,149",0.048,784,9,3682,643,282,232,1015,104,891,61,1070,1.753,0.02,8.231,1.437,0.63,0.519,2.269,0.232,1.992,0.136,
2019,M,60-64,14069,"1,787,518",0.039,858,32,5470,770,372,418,1323,205,796,123,1041,1.872,0.07,11.934,1.68,0.812,0.912,2.887,0.447,1.737,0.268,
2019,M,65-69,14200,"1,177,211",0.034,735,58,6068,892,391,569,1329,236,500,231,645,2.123,0.168,17.525,2.576,1.129,1.643,3.838,0.682,1.444,0.667,
2019,M,70-74,17116,"876,494",0.032,699,114,7136,1056,509,969,1675,329,370,364,587,2.552,0.416,26.053,3.855,1.858,3.538,6.115,1.201,1.351,1.329,
2019,M,75-79,23698,"672,113",0.027,815,238,8768,1785,675,1894,2364,540,320,752,600,3.274,0.956,35.223,7.171,2.712,7.609,9.497,2.169,1.285,3.021,
2019,M,80-84,27347,"387,167",0.018,812,463,8324,2118,777,3011,2918,618,268,1012,515,3.775,2.153,38.7,9.847,3.612,13.999,13.566,2.873,1.246,4.705,
2019,M,85 +,32645,"189,349",0.016,784,1006,6679,2404,753,4902,3802,851,166,1469,370,6.625,8.501,56.438,20.314,6.363,41.422,32.127,7.191,1.403,12.413,
2019,F,0-4,454,"940,411",0.069,29,0,13,0,0,2,14,1,0,0,0,0.213,0,0.095,0,0,0.015,0.103,0.007,0,0,
2019,F,5-9,71,"1,107,062",0.073,22,0,11,0,0,0,4,0,0,0,0,0.145,0,0.073,0,0,0,0.026,0,0,0,
2019,F,10-14,70,"1,084,319",0.073,8,0,7,1,2,2,3,0,0,0,12,0.054,0,0.047,0.007,0.013,0.013,0.02,0,0,0,
2019,F,15-19,195,"1,288,144",0.072,13,0,21,3,0,0,9,1,0,0,109,0.073,0,0.117,0.017,0,0,0.05,0.006,0,0,
2019,F,20-24,408,"1,616,028",0.066,36,0,29,5,2,7,10,1,1,0,242,0.147,0,0.118,0.02,0.008,0.029,0.041,0.004,0.004,0,
2019,F,25-29,488,"1,663,507",0.065,24,0,70,10,4,4,10,0,7,0,280,0.094,0,0.274,0.039,0.016,0.016,0.039,0,0.027,0,
2019,F,30-34,613,"1,563,225",0.071,25,0,125,18,7,10,22,3,19,0,288,0.114,0,0.568,0.082,0.032,0.045,0.1,0.014,0.086,0,
2019,F,35-39,1031,"1,955,867",0.081,34,0,319,44,7,11,25,5,56,2,365,0.141,0,1.321,0.182,0.029,0.046,0.104,0.021,0.232,0.008,
2019,F,40-44,1369,"1,877,437",0.082,62,0,517,74,13,19,46,12,79,0,334,0.271,0,2.258,0.323,0.057,0.083,0.201,0.052,0.345,0,
2019,F,45-49,2158,"2,206,645",0.072,78,2,974,135,23,28,87,16,113,6,377,0.255,0.007,3.178,0.44,0.075,0.091,0.284,0.052,0.369,0.02,
2019,F,50-54,2909,"2,138,136",0.063,98,2,1454,199,39,44,120,33,139,12,352,0.289,0.006,4.284,0.586,0.115,0.13,0.354,0.097,0.41,0.035,
2019,F,55-59,3891,"2,148,244",0.048,144,11,2042,247,67,67,185,51,137,13,331,0.322,0.025,4.563,0.552,0.15,0.15,0.413,0.114,0.306,0.029,
2019,F,60-64,4928,"1,840,431",0.039,168,16,2565,298,112,108,327,92,119,30,287,0.356,0.034,5.435,0.631,0.237,0.229,0.693,0.195,0.252,0.064,
2019,F,65-69,5582,"1,271,411",0.034,203,34,2576,419,168,167,486,104,119,44,181,0.543,0.091,6.889,1.12,0.449,0.447,1.3,0.278,0.318,0.118,
2019,F,70-74,7756,"1,009,612",0.032,227,72,3086,588,267,339,798,217,154,91,197,0.719,0.228,9.781,1.864,0.846,1.074,2.529,0.688,0.488,0.288,
2019,F,75-79,14619,"917,522",0.027,428,231,4411,1339,584,982,1869,425,184,184,233,1.259,0.68,12.98,3.94,1.719,2.89,5.5,1.251,0.541,0.541,
2019,F,80-84,24175,"668,672",0.018,541,729,5310,2371,963,2121,3483,721,225,368,233,1.456,1.962,14.294,6.383,2.592,5.71,9.376,1.941,0.606,0.991,
2019,F,85 +,64046,"519,443",0.016,1271,3718,7391,5208,1722,7229,10332,1419,372,1370,248,3.915,11.452,22.766,16.042,5.304,22.267,31.825,4.371,1.146,4.22,
2020,M,0-4,469,"911,251",0.069,44,0,13,3,0,5,3,1,1,0,0,0.333,0,0.098,0.023,0,0.038,0.023,0.008,0.008,0,0
2020,M,5-9,88,"1,168,681",0.073,23,0,19,0,0,2,6,0,1,0,0,0.144,0,0.119,0,0,0.012,0.037,0,0.006,0,0
2020,M,10-14,115,"1,161,061",0.073,19,0,30,5,0,0,7,0,0,0,18,0.119,0,0.189,0.031,0,0,0.044,0,0,0,0.113
2020,M,15-19,289,"1,307,326",0.072,81,0,39,4,2,2,11,1,0,0,106,0.446,0,0.215,0.022,0.011,0.011,0.061,0.006,0,0,0.584
2020,M,20-24,585,"1,779,560",0.066,106,0,54,5,4,7,17,0,0,0,290,0.393,0,0.2,0.019,0.015,0.026,0.063,0,0,0,1.076
2020,M,25-29,964,"1,949,923",0.065,165,0,87,14,6,7,42,6,7,1,500,0.55,0,0.29,0.047,0.02,0.023,0.14,0.02,0.023,0.003,1.667
2020,M,30-34,1064,"1,745,712",0.071,140,0,115,25,7,8,87,6,20,0,497,0.569,0,0.468,0.102,0.028,0.033,0.354,0.024,0.081,0,2.021
2020,M,35-39,1696,"1,999,740",0.081,182,0,233,64,15,13,118,9,94,4,676,0.737,0,0.944,0.259,0.061,0.053,0.478,0.036,0.381,0.016,2.738
2020,M,40-44,2446,"1,979,773",0.082,229,0,390,133,41,18,244,15,180,3,734,0.948,0,1.615,0.551,0.17,0.075,1.011,0.062,0.746,0.012,3.04
2020,M,45-49,4448,"2,225,868",0.072,351,1,938,247,90,73,434,37,445,8,913,1.135,0.003,3.034,0.799,0.291,0.236,1.404,0.12,1.439,0.026,2.953
2020,M,50-54,7268,"2,177,535",0.063,536,4,1932,396,167,133,745,88,756,22,947,1.551,0.012,5.59,1.146,0.483,0.385,2.155,0.255,2.187,0.064,2.74
2020,M,55-59,10349,"2,121,562",0.048,653,9,3292,559,298,248,1052,133,962,51,996,1.477,0.02,7.448,1.265,0.674,0.561,2.38,0.301,2.177,0.115,2.253
2020,M,60-64,14376,"1,876,783",0.039,907,38,5435,782,350,409,1425,233,890,110,918,1.885,0.079,11.294,1.625,0.727,0.85,2.961,0.484,1.849,0.229,1.908
2020,M,65-69,15312,"1,280,138",0.034,806,66,6425,884,445,610,1442,262,590,199,629,2.141,0.175,17.065,2.348,1.182,1.62,3.83,0.696,1.567,0.529,1.671
2020,M,70-74,17799,"928,928",0.032,693,117,7484,1147,501,1037,1680,357,395,360,522,2.387,0.403,25.781,3.951,1.726,3.572,5.787,1.23,1.361,1.24,1.798
2020,M,75-79,23263,"685,809",0.027,735,281,8531,1633,702,1803,2271,512,328,639,509,2.894,1.106,33.586,6.429,2.764,7.098,8.941,2.016,1.291,2.516,2.004
2020,M,80-84,28330,"412,934",0.018,818,543,8497,2139,845,2871,2955,732,281,917,485,3.566,2.367,37.039,9.324,3.683,12.515,12.881,3.191,1.225,3.997,2.114
2020,M,85 +,36292,"213,113",0.016,822,1201,7301,2589,847,4966,4352,978,242,1363,353,6.171,9.017,54.814,19.438,6.359,37.284,32.674,7.343,1.817,10.233,2.65
2020,F,0-4,351,"865,365",0.069,27,0,6,0,0,2,7,1,1,1,0,0.215,0,0.048,0,0,0.016,0.056,0.008,0.008,0.008,0
2020,F,5-9,68,"1,109,604",0.073,18,0,15,1,0,0,5,0,1,0,0,0.118,0,0.099,0.007,0,0,0.033,0,0.007,0,0
2020,F,10-14,70,"1,089,908",0.073,5,0,15,1,0,2,5,0,0,0,17,0.033,0,0.1,0.007,0,0.013,0.033,0,0,0,0.114
2020,F,15-19,163,"1,210,892",0.072,13,0,15,5,1,3,3,0,0,0,98,0.077,0,0.089,0.03,0.006,0.018,0.018,0,0,0,0.583
2020,F,20-24,404,"1,612,791",0.066,23,0,26,3,4,5,9,3,1,0,265,0.094,0,0.106,0.012,0.016,0.02,0.037,0.012,0.004,0,1.084
2020,F,25-29,582,"1,695,619",0.065,40,0,81,6,4,5,16,1,7,1,338,0.153,0,0.311,0.023,0.015,0.019,0.061,0.004,0.027,0.004,1.296
2020,F,30-34,618,"1,562,091",0.071,22,0,121,21,5,9,24,2,23,0,294,0.1,0,0.55,0.095,0.023,0.041,0.109,0.009,0.105,0,1.336
2020,F,35-39,1010,"1,867,239",0.081,37,0,326,35,5,11,26,3,54,0,339,0.161,0,1.414,0.152,0.022,0.048,0.113,0.013,0.234,0,1.471
2020,F,40-44,1384,"1,892,398",0.082,50,0,520,64,20,11,62,15,91,1,347,0.217,0,2.253,0.277,0.087,0.048,0.269,0.065,0.394,0.004,1.504
2020,F,45-49,2156,"2,159,864",0.072,69,0,1013,119,27,23,94,16,116,3,358,0.23,0,3.377,0.397,0.09,0.077,0.313,0.053,0.387,0.01,1.193
2020,F,50-54,3015,"2,160,734",0.063,85,1,1491,188,50,48,145,38,128,11,377,0.248,0.003,4.347,0.548,0.146,0.14,0.423,0.111,0.373,0.032,1.099
2020,F,55-59,3730,"2,115,505",0.048,148,9,1929,227,74,67,195,59,143,15,283,0.336,0.02,4.377,0.515,0.168,0.152,0.442,0.134,0.324,0.034,0.642
2020,F,60-64,5232,"1,937,587",0.039,203,18,2632,383,113,90,358,96,149,29,310,0.409,0.036,5.298,0.771,0.227,0.181,0.721,0.193,0.3,0.058,0.624
2020,F,65-69,5941,"1,382,094",0.034,208,27,2731,414,174,182,489,142,127,46,234,0.512,0.066,6.718,1.018,0.428,0.448,1.203,0.349,0.312,0.113,0.576
2020,F,70-74,7932,"1,061,419",0.032,239,76,3199,580,261,343,806,231,137,67,183,0.721,0.229,9.644,1.749,0.787,1.034,2.43,0.696,0.413,0.202,0.552
2020,F,75-79,13986,"922,655",0.027,345,256,4219,1267,571,866,1745,410,206,155,173,1.01,0.749,12.346,3.708,1.671,2.534,5.106,1.2,0.603,0.454,0.506
2020,F,80-84,24508,"696,308",0.018,544,728,5398,2359,943,1973,3569,683,243,358,232,1.406,1.882,13.954,6.098,2.438,5.1,9.226,1.766,0.628,0.925,0.6
2020,F,85 +,68617,"568,469",0.016,1356,4157,7647,5556,1883,6657,10915,1609,360,1303,255,3.817,11.7,21.523,15.638,5.3,18.737,30.721,4.529,1.013,3.667,0.718
